65f6511decfcc204cbf0e8aa_2024-11-26T01:53:30.926Z
End_Time,2024-11-26T02:15:04.837Z
Block_Order,genuine,attractive,corruptible,dominant
Male_Politician_Image,1John_Katko.jpg,2Ken_Smith.jpg,3Darrell_lssa.jpg,4Louis_Terhar.jpg,5Tuggle_Mark.jpg,6Brown_KL.jpg,7Bill_Poole.jpg,8Noel_W_Campbell.JPG,9Bill_Gwatney.jpg,10Scheffel_Mark.jpg,11Daniel_Kagan.jpg,12Frantz_Scott.jpg,13Steven_Sodders.jpg,14Fitz_Steele.jpg,15Harold_Naughton.jpg,16Jon_Sesso.jpg,17Michael_Ranzenhofer.jpg,18Brian_Crain.jpg,19Warren_Kampf.jpg,20Jeffrey_Bradley.jpg,21Bruce_Bannister.jpg,22Sanderson_Bill.jpg,23Scott_Rigell.jpg,24Dan_Ortiz.jpg,25Matt_Claman.jpg,26Dennis_Egan.jpg,27Joseph_Lagana.jpg,28Richard_Codey.jpg,29Thomas_Abinanti.jpg,30Stephen_Ross.jpg,31Tim_Hennessey.jpg,32Kevin _Schreiber.jpg,33Charles_McIlhinney.jpg,34Niceley_Frank.jpg,35Frank_Garner.jpg,36Neil_D_Breslin.jpg,37_Michael Grimm.jpg,38Bob_Ney.jpg,39Duke_Cunningham.jpg,40James_Traficant.jpg,41Mike_Hubbard.jpg,42Greg_Wren.jpg,43Terry_Spicer.jpg,44Paul_Bookout.jpg,45Ben_Arredondo.jpg,46Steve_King.jpg,47Douglas_Bruce.jpg,48Thomas_Gaffey.jpg,49Kent_Sorenson.jpg,50KeithHall.jpg,51Salvatore_Dimasi.jpg,52Art_Wittich.jpg,53John_Perzel.jpg,54Carl_Kruger.jpg,55Rick_Brinkley.jpg,56Bobby_Harrell.jpg,57Thad_Viers.jpg,58Joe_Armstrong.jpg,59Phil_Hamilton.jpg,60Vic_Kohring.jpg,61Bruce_Weyhrauch.jpg,62John_Cowdery.jpg,63Daniel_Van_Pelt.jpg,64Joseph_Coniglio.jpg,65Anthoney_Seminerio.jpg,66James_Boyce_Black.jpg,67William_DeWeese.jpg,68Jeffrey_Habay.jpg,69Joseph_Loeper.jpg,70Ward_Crutchfield.jpg,71Joel_Boniek.jpg,72Vincent_Leibell.jpg
Corruptible_Ratings,4,4,3,4,3,3,5,5,4,4,2,3,3,2,3,3,3,4,4,3,3,3,2,4,2,5,3,4,2,4,4,4,4,5,4,5,4,3,2,4,5,4,4,3,3,3,3,4,3,4,4,3,4,5,4,3,4,3,3,4,5,5,2,4,5,2,4,2,4,4,4,6
Corruptible_RT,2261,1779,3012,4311,8536,6130,2579,1797,1466,2506,4891,3655,1481,2822,3437,3297,5992,2387,3785,2690,3049,2254,3542,2586,3191,1573,2625,10832,2313,3111,1579,2575,5167,3026,3333,2901,9840,2897,5305,3549,1408,3801,1796,4395,1995,2223,2941,4979,2040,5413,5166,4479,3261,3407,2268,2251,2639,3335,1929,5520,6128,1951,4174,4090,3194,7364,2686,1791,2128,4476,2395,2199
Corruptible_ImageOrder,30Stephen_Ross.jpg,36Neil_D_Breslin.jpg,65Anthoney_Seminerio.jpg,55Rick_Brinkley.jpg,58Joe_Armstrong.jpg,54Carl_Kruger.jpg,1John_Katko.jpg,72Vincent_Leibell.jpg,8Noel_W_Campbell.JPG,18Brian_Crain.jpg,2Ken_Smith.jpg,24Dan_Ortiz.jpg,71Joel_Boniek.jpg,64Joseph_Coniglio.jpg,56Bobby_Harrell.jpg,9Bill_Gwatney.jpg,46Steve_King.jpg,15Harold_Naughton.jpg,12Frantz_Scott.jpg,34Niceley_Frank.jpg,35Frank_Garner.jpg,60Vic_Kohring.jpg,7Bill_Poole.jpg,67William_DeWeese.jpg,10Scheffel_Mark.jpg,69Joseph_Loeper.jpg,23Scott_Rigell.jpg,40James_Traficant.jpg,62John_Cowdery.jpg,41Mike_Hubbard.jpg,11Daniel_Kagan.jpg,61Bruce_Weyhrauch.jpg,52Art_Wittich.jpg,50KeithHall.jpg,48Thomas_Gaffey.jpg,17Michael_Ranzenhofer.jpg,29Thomas_Abinanti.jpg,53John_Perzel.jpg,63Daniel_Van_Pelt.jpg,14Fitz_Steele.jpg,32Kevin _Schreiber.jpg,66James_Boyce_Black.jpg,45Ben_Arredondo.jpg,21Bruce_Bannister.jpg,13Steven_Sodders.jpg,68Jeffrey_Habay.jpg,57Thad_Viers.jpg,39Duke_Cunningham.jpg,44Paul_Bookout.jpg,16Jon_Sesso.jpg,47Douglas_Bruce.jpg,22Sanderson_Bill.jpg,42Greg_Wren.jpg,70Ward_Crutchfield.jpg,19Warren_Kampf.jpg,20Jeffrey_Bradley.jpg,49Kent_Sorenson.jpg,27Joseph_Lagana.jpg,5Tuggle_Mark.jpg,37_Michael Grimm.jpg,33Charles_McIlhinney.jpg,43Terry_Spicer.jpg,51Salvatore_Dimasi.jpg,26Dennis_Egan.jpg,31Tim_Hennessey.jpg,25Matt_Claman.jpg,6Brown_KL.jpg,59Phil_Hamilton.jpg,4Louis_Terhar.jpg,28Richard_Codey.jpg,3Darrell_lssa.jpg,38Bob_Ney.jpg
Genuine_Ratings,3,4,4,3,3,5,3,5,4,4,6,4,5,6,4,6,5,4,5,3,4,5,6,5,5,4,4,4,6,6,4,4,3,4,5,4,4,4,4,3,3,4,4,5,3,5,5,4,6,3,4,4,3,3,5,4,3,6,3,3,3,4,5,3,5,6,5,6,3,6,4,3
Genuine_RT,4605,2124,2158,3866,2789,2723,16858,3716,2998,2358,2468,1922,1918,2214,1781,5174,3546,2716,3590,3013,2631,3921,3653,2514,2674,2893,5134,1587,2591,5013,2325,4121,4068,2370,2362,2278,1550,2591,4045,2239,2418,2598,2471,2838,2399,1703,2774,3628,2514,2882,2327,3454,1957,2115,2169,3196,2031,1682,3171,2827,3546,2347,5370,2854,4657,2543,4532,2599,2945,2863,1880,2715
Genuine_ImageOrder,7Bill_Poole.jpg,23Scott_Rigell.jpg,30Stephen_Ross.jpg,17Michael_Ranzenhofer.jpg,41Mike_Hubbard.jpg,61Bruce_Weyhrauch.jpg,62John_Cowdery.jpg,65Anthoney_Seminerio.jpg,18Brian_Crain.jpg,48Thomas_Gaffey.jpg,55Rick_Brinkley.jpg,19Warren_Kampf.jpg,11Daniel_Kagan.jpg,52Art_Wittich.jpg,24Dan_Ortiz.jpg,70Ward_Crutchfield.jpg,60Vic_Kohring.jpg,45Ben_Arredondo.jpg,67William_DeWeese.jpg,4Louis_Terhar.jpg,31Tim_Hennessey.jpg,35Frank_Garner.jpg,32Kevin _Schreiber.jpg,47Douglas_Bruce.jpg,54Carl_Kruger.jpg,57Thad_Viers.jpg,29Thomas_Abinanti.jpg,66James_Boyce_Black.jpg,13Steven_Sodders.jpg,38Bob_Ney.jpg,36Neil_D_Breslin.jpg,20Jeffrey_Bradley.jpg,33Charles_McIlhinney.jpg,1John_Katko.jpg,59Phil_Hamilton.jpg,53John_Perzel.jpg,15Harold_Naughton.jpg,5Tuggle_Mark.jpg,2Ken_Smith.jpg,69Joseph_Loeper.jpg,49Kent_Sorenson.jpg,27Joseph_Lagana.jpg,42Greg_Wren.jpg,50KeithHall.jpg,34Niceley_Frank.jpg,40James_Traficant.jpg,72Vincent_Leibell.jpg,26Dennis_Egan.jpg,71Joel_Boniek.jpg,43Terry_Spicer.jpg,9Bill_Gwatney.jpg,22Sanderson_Bill.jpg,63Daniel_Van_Pelt.jpg,14Fitz_Steele.jpg,58Joe_Armstrong.jpg,68Jeffrey_Habay.jpg,25Matt_Claman.jpg,51Salvatore_Dimasi.jpg,21Bruce_Bannister.jpg,28Richard_Codey.jpg,64Joseph_Coniglio.jpg,37_Michael Grimm.jpg,12Frantz_Scott.jpg,46Steve_King.jpg,10Scheffel_Mark.jpg,16Jon_Sesso.jpg,56Bobby_Harrell.jpg,6Brown_KL.jpg,8Noel_W_Campbell.JPG,3Darrell_lssa.jpg,44Paul_Bookout.jpg,39Duke_Cunningham.jpg
Attractive_Ratings,5,2,4,2,2,4,2,4,3,2,4,2,2,2,4,5,2,3,5,2,5,3,4,2,5,4,4,2,4,4,2,4,3,3,3,3,4,3,2,4,2,3,2,3,2,3,2,3,4,4,4,5,4,2,3,4,3,4,3,2,2,2,3,2,4,4,2,4,2,3,5,2
Attractive_RT,2554,1892,1845,3857,2542,2464,3320,3024,3477,2714,5160,2179,1827,2699,6811,3982,2046,2758,2547,1811,2573,2760,1730,2121,4530,6143,4277,1139,3362,3726,1489,2831,4361,2588,5927,2067,3223,2254,6061,2663,1682,4481,2404,5030,2131,2861,3658,1872,2525,1986,4541,3973,5659,1481,5371,1740,1693,2968,1522,6609,2297,1928,1411,1483,4193,2062,2235,2982,2568,3636,3625,2384
Attractive_ImageOrder,39Duke_Cunningham.jpg,4Louis_Terhar.jpg,27Joseph_Lagana.jpg,70Ward_Crutchfield.jpg,25Matt_Claman.jpg,35Frank_Garner.jpg,24Dan_Ortiz.jpg,69Joseph_Loeper.jpg,12Frantz_Scott.jpg,32Kevin _Schreiber.jpg,26Dennis_Egan.jpg,38Bob_Ney.jpg,10Scheffel_Mark.jpg,15Harold_Naughton.jpg,55Rick_Brinkley.jpg,8Noel_W_Campbell.JPG,1John_Katko.jpg,68Jeffrey_Habay.jpg,52Art_Wittich.jpg,11Daniel_Kagan.jpg,60Vic_Kohring.jpg,57Thad_Viers.jpg,64Joseph_Coniglio.jpg,72Vincent_Leibell.jpg,45Ben_Arredondo.jpg,23Scott_Rigell.jpg,13Steven_Sodders.jpg,59Phil_Hamilton.jpg,7Bill_Poole.jpg,63Daniel_Van_Pelt.jpg,18Brian_Crain.jpg,66James_Boyce_Black.jpg,5Tuggle_Mark.jpg,67William_DeWeese.jpg,30Stephen_Ross.jpg,3Darrell_lssa.jpg,56Bobby_Harrell.jpg,33Charles_McIlhinney.jpg,61Bruce_Weyhrauch.jpg,14Fitz_Steele.jpg,9Bill_Gwatney.jpg,41Mike_Hubbard.jpg,37_Michael Grimm.jpg,20Jeffrey_Bradley.jpg,65Anthoney_Seminerio.jpg,50KeithHall.jpg,49Kent_Sorenson.jpg,21Bruce_Bannister.jpg,58Joe_Armstrong.jpg,42Greg_Wren.jpg,16Jon_Sesso.jpg,29Thomas_Abinanti.jpg,43Terry_Spicer.jpg,22Sanderson_Bill.jpg,31Tim_Hennessey.jpg,51Salvatore_Dimasi.jpg,6Brown_KL.jpg,62John_Cowdery.jpg,53John_Perzel.jpg,36Neil_D_Breslin.jpg,17Michael_Ranzenhofer.jpg,54Carl_Kruger.jpg,71Joel_Boniek.jpg,40James_Traficant.jpg,46Steve_King.jpg,2Ken_Smith.jpg,44Paul_Bookout.jpg,19Warren_Kampf.jpg,47Douglas_Bruce.jpg,28Richard_Codey.jpg,34Niceley_Frank.jpg,48Thomas_Gaffey.jpg
